UAV_data,UAV_POM_O3,UAV_CO,UAV_NO2,UAV_PM2_5,UAV_PM10,UAV_O3,ground_POM_O3,ground_CO,ground_nNO2,ground_PM2_5,ground_PM10,ground_O3,CO,PM?.?,PM??,O?,NO?
07/18/2023 16:07:00,22.14666667,0.6757708,36.1382266,14.26666667,15.4,130.2094519,,,,,,,0.36,12.216,17.446,111.409,28.91
07/18/2023 16:16:00,15.04615385,0.639740077,18.37169231,8.153846154,8.153846154,122.8602577,,,,,,,0.366,11.911,18.125,102.735,35.393
07/18/2023 16:17:00,16.18,0.645438533,23.13097347,8.066666667,8.2,124.9709934,,,,,,,0.369,12.209,18.207,108.617,32.204
07/18/2023 16:18:00,18.06,0.649063833,37.7210382,9.3,9.4,138.1527726,,,,,,,0.37,11.281,18.254,106.936,27.687
07/18/2023 16:19:00,17.45666667,0.654743667,46.1365751,10.73333333,11.23333333,143.9065457,,,,,,,0.362,11.364,18.301,102.866,28.103
07/18/2023 16:20:00,22.50333333,0.6577648,48.9730976,12.1,12.9,147.3481136,,,,,,,0.365,11.237,18.306,103.279,30.837
07/18/2023 16:21:00,27.48666667,0.680121267,62.10572233,16.33333333,16.5,171.2409832,,,,,,,0.364,11.784,18.289,106.4,31.377
07/18/2023 16:22:00,28.27333333,0.7015112,71.24214343,16.06666667,16.36666667,176.7098462,,,,,,,0.353,12.178,18.218,112.929,29.714
07/18/2023 16:23:00,22.68,0.7245926,70.53693077,15.56666667,15.9,172.5647966,,,,,,,0.356,12.093,18.149,108.847,23.442
07/18/2023 16:24:00,18.1,0.743203,61.118427,15,15,164.500546,,,,,,,0.363,11.739,18.093,108.432,26.762
07/19/2023 10:46:00,9.3,0.601813,22.096663,12,15,47.223955,,,,,,,,,,,
07/19/2023 10:47:00,7.446666667,0.5904536,20.35713733,12.13333333,12.76666667,43.20855867,,,,,,,,,,,
07/19/2023 10:48:00,6.48,0.591782833,18.88402643,11.26666667,11.73333333,38.41447607,,,,,,,,,,,
07/19/2023 10:49:00,7.24,0.585378,24.27498503,12.2,13.23333333,40.09727147,,,,,,,,,,,
07/19/2023 10:50:00,7.16,0.585136367,23.77350067,13.93333333,13.93333333,36.8384399,,,,,,,,,,,
07/19/2023 10:51:00,9.476666667,0.5778856,17.97508553,11.46666667,11.93333333,31.58479437,,,,,,,,,,,
07/19/2023 10:52:00,9.913333333,0.570393233,12.9132262,11.8,13.56666667,31.316814,,,,,,,,,,,
07/19/2023 10:53:00,9.433333333,0.562779767,32.4084367,11,11.36666667,42.15482333,,,,,,,,,,,
07/19/2023 10:54:00,9.843333333,0.5749852,20.37280823,11.33333333,11.96666667,38.71320707,,,,,,,,,,,
07/19/2023 10:55:00,6.473333333,0.576918767,29.5092296,11.96666667,11.96666667,41.82778713,,,,,,,,,,,
07/19/2023 10:56:00,6.67,0.585257133,35.22928703,12.06666667,12.13333333,47.71566297,,,,,,,,,,,
07/19/2023 10:57:00,7.733333333,0.594562533,6.017814033,11.5,12.13333333,33.32926527,,,,,,,,,,,
07/19/2023 10:58:00,7.546666667,0.5784898,14.16693753,13.8,14.36666667,37.4638416,,,,,,,,,,,
07/19/2023 10:59:00,11.2,0.562417433,24.4630419,10.86666667,10.96666667,35.59302517,,,,,,,,,,,
07/19/2023 11:00:00,8.903333333,0.568459667,14.6840935,10.86666667,11.13333333,35.31176533,,,,,,,,,,,
07/19/2023 11:01:00,7.153333333,0.5722057,20.21609453,11.1,11.6,44.85372827,,,,,,,,,,,
07/19/2023 11:02:00,7.09,0.581631867,15.906462,9.733333333,10.1,41.3484417,,,,,,,,,,,
07/19/2023 11:04:00,14.38,0.54409696,0.13163968,8.6,8.76,-0.10548096,,,,,,,,,,,
07/19/2023 11:05:00,15.36333333,0.529426467,0.9089407,7.6,7.633333333,2.426296433,,,,,,,,,,,
07/19/2023 11:06:00,15.86,0.5271306,11.2834014,8.8,9.2,11.082306,,,,,,,,,,,
07/19/2023 11:25:00,22.51666667,0.543082033,29.9950422,15.33333333,15.86666667,115.4038566,,,,,,,,,,,
07/19/2023 11:26:00,23.32,0.564471733,43.9269094,16.26666667,16.63333333,117.3852146,,,,,,,,,,,
07/19/2023 11:27:00,23.33666667,0.587311633,40.47920283,13.53333333,13.63333333,120.0045618,,,,,,,,,,,
07/19/2023 11:28:00,22.67666667,0.6147437,41.54485733,12.3,12.66666667,123.7237709,,,,,,,,,,,
07/19/2023 11:29:00,19.5,0.632749667,48.31489927,14.66666667,14.8,126.9812413,,,,,,,,,,,
07/19/2023 11:30:00,21.17,0.645559433,62.0116941,12.73333333,12.8,131.9443326,,,,,,,,,,,
07/19/2023 11:31:00,18.44333333,0.667794967,67.95115107,12.46666667,13.5,131.3347162,,,,,,,,,,,
07/19/2023 11:32:00,15.26666667,0.687614,66.60341133,14.66666667,16.33333333,139.069542,,,,,,,,,,,
07/19/2023 11:33:00,11.70869565,0.718140609,66.12645657,10.60869565,11.2173913,120.7378092,,,,,,,,,,,
07/19/2023 11:34:00,12.86,0.730634933,65.74148403,11.46666667,11.9,109.4456614,,,,,,,,,,,
07/19/2023 11:35:00,12.63333333,0.734743667,84.62551111,12.55555556,13.22222222,104.2259294,,,,,,,,,,,
07/19/2023 14:00:00,5.866666667,0.670695333,13.947538,14,14.33333333,100.1698887,,,,,,,,,,,
07/19/2023 14:01:00,6.373333333,0.665499033,16.64301733,13.9,14.3,104.0140911,,,,,,,,,,,
07/19/2023 14:02:00,2.866666667,0.677462733,24.58841277,13.43333333,13.76666667,103.7964169,,,,,,,,,,,
07/19/2023 14:03:00,4.08,0.690997367,24.18095657,13.76666667,14.03333333,104.7815444,,,,,,,,,,,
07/19/2023 14:04:00,3.553333333,0.7009068,22.89590243,14.56666667,15.8,102.3171825,,,,,,,,,,,
07/19/2023 14:05:00,4.766666667,0.702805905,21.69368319,15.14285714,15.14285714,103.1986464,,,,,,,,,,,
07/19/2023 14:21:00,20.41481481,0.770191889,38.60386007,21.59259259,23.18518519,170.205721,,,,,,,,,,,
07/19/2023 14:22:00,20.15,0.756375067,46.60671723,20.86666667,20.9,174.7614718,,,,,,,,,,,
07/19/2023 14:23:00,19.81666667,0.760967267,54.41107013,17.3,17.3,182.6632509,,,,,,,,,,,
07/19/2023 14:24:00,20.52666667,0.772568533,65.16164237,18.03333333,18.86666667,184.6541566,,,,,,,,,,,
07/19/2023 14:25:00,24.34,0.7937166,61.41618077,23.23333333,24.46666667,183.9635361,,,,,,,,,,,
07/19/2023 14:26:00,34.33666667,0.805438733,69.45560477,21.63333333,22.76666667,192.3605033,,,,,,,,,,,
07/19/2023 14:27:00,40.38,0.8169191,79.7360379,21.66666667,22.3,202.2004947,,,,,,,,,,,
07/19/2023 14:28:00,42.18666667,0.836133433,82.14943103,20.23333333,20.23333333,198.1848748,,,,,,,,,,,
07/19/2023 14:29:00,37.03666667,0.846526267,88.48067397,21.6,21.83333333,201.9029442,,,,,,,,,,,
07/19/2023 14:30:00,28.75,0.85418,95.83055328,19.88888889,20.05555556,199.7085126,,,,,,,,,,,
07/20/2023 22:03:00,7.955555556,0.669084074,79.41912626,10.11111111,10.11111111,88.10569296,,,,,,,,,,,
07/20/2023 22:04:00,6.79,0.673232967,78.78008107,10.13333333,10.8,84.78823097,,,,,,,,,,,
07/20/2023 22:05:00,7.65,0.671178667,78.153226,10.93333333,11.46666667,84.139849,,,,,,,,,,,
07/20/2023 22:06:00,8.046666667,0.672508067,79.485296,11.86666667,12.56666667,79.7886259,,,,,,,,,,,
07/20/2023 22:07:00,7.663333333,0.6665867,75.31670477,7.9,7.9,72.75256507,,,,,,,,,,,
07/20/2023 22:08:00,6.5,0.660694379,76.06569079,8.379310345,8.931034483,74.51609572,,,,,,,,,,,
07/20/2023 22:09:00,4.437931034,0.658444034,80.08621207,10.82758621,11.68965517,74.31790283,,,,,,,,,,,
07/20/2023 22:10:00,5.571428571,0.658653893,82.79531539,11.25,12.28571429,76.23570318,,,,,,,,,,,
07/20/2023 22:11:00,4.872,0.66039932,81.07123904,9.2,9.32,72.28427308,,,,,,,,,,,
07/20/2023 22:12:00,4.159090909,0.659324864,79.19750927,1.772727273,2.136363636,76.77387227,,,,,,,,,,,
07/20/2023 22:27:00,12.85714286,0.560121286,47.61864021,3.785714286,3.785714286,57.97384657,,,,,,,,,,,
07/20/2023 22:28:00,11.56,0.566284367,50.54023573,4.3,4.3,65.20121143,,,,,,,,,,,
07/20/2023 22:29:00,14.02333333,0.567251233,59.48859957,3.566666667,3.666666667,74.2805675,,,,,,,,,,,
07/20/2023 22:30:00,22.86551724,0.579560724,61.08600066,2.24137931,2.275862069,81.06185069,,,,,,,,,,,
07/20/2023 22:31:00,36.08333333,0.601329833,68.31159157,4.033333333,4.033333333,104.3250779,,,,,,,,,,,
07/20/2023 22:32:00,40.66818182,0.629662591,69.367278,4.681818182,4.681818182,115.0963021,,,,,,,,,,,
07/21/2023 07:45:00,-5.446666667,0.611239233,60.6012696,0,0,37.78822477,14.00740741,0.560054185,73.44658537,0,0,69.36066326,,,,,
07/21/2023 07:46:00,-5.686666667,0.611118433,60.63261333,0,0,37.8113775,18.43666667,0.555408333,73.87493697,0,0,68.90809023,,,,,
07/21/2023 07:47:00,-6.843333333,0.614864533,60.6796261,0,0,37.186695,20.87333333,0.560725467,72.6682403,0,0,68.14198413,,,,,
07/21/2023 07:48:00,-5.936666667,0.617885633,63.48480373,0,0,39.71135707,16.28,0.561692267,75.41073437,0,0,67.26329867,,,,,
07/21/2023 07:49:00,-4.593333333,0.626586567,60.86768347,0,0,39.8215997,18.63666667,0.5678554,71.821985,0,0,67.331522,,,,,
07/21/2023 07:50:00,-6.603333333,0.630816267,59.12815777,0,0,39.9916011,19.11666667,0.5706348,71.13244463,0,0,67.12730363,,,,,
07/21/2023 07:51:00,-4.306666667,0.6368585,62.51317927,0.233333333,0.233333333,40.46499177,15.63666667,0.585015467,74.6114924,0.233333333,0.233333333,66.95079447,,,,,
07/21/2023 07:52:00,-3.443333333,0.6356501,62.12139417,0.033333333,0.033333333,39.77772943,18.18,0.582236,76.8995156,1.366666667,1.366666667,67.9435111,,,,,
07/21/2023 07:53:00,-4.61,0.637462733,62.54452153,0.3,0.3,39.49629547,17.68666667,0.586586533,73.67120927,1.466666667,1.466666667,70.3761561,,,,,
07/21/2023 07:54:00,-3.646666667,0.6389129,61.666923,0.3,0.3,40.9842649,17.29333333,0.596496,71.55557273,1.566666667,1.733333333,69.7124301,,,,,
07/21/2023 07:55:00,-4.866666667,0.641390083,62.80309983,0,0,36.81803458,14.73076923,0.601255615,69.90645823,0,0,67.75381785,,,,,
07/21/2023 07:56:00,,,,,,,,,,,,,,,,,
07/21/2023 07:57:00,,,,,,,,,,,,,,,,,
07/21/2023 07:58:00,,,,,,,,,,,,,,,,,
07/21/2023 07:59:00,,,,,,,,,,,,,,,,,
07/21/2023 08:00:00,,,,,,,,,,,,,,,,,
07/21/2023 08:01:00,,,,,,,,,,,,,,,,,
07/21/2023 08:02:00,,,,,,,,,,,,,,,,,
07/21/2023 08:03:00,,,,,,,,,,,,,,,,,
07/21/2023 08:04:00,,,,,,,,,,,,,,,,,
07/21/2023 08:05:00,,,,,,,,,,,,,,,,,
07/21/2023 08:06:00,,,,,,,,,,,,,,,,,
07/21/2023 08:07:00,,,,,,,,,,,,,,,,,
07/21/2023 08:08:00,,,,,,,,,,,,,,,,,
07/21/2023 08:09:00,,,,,,,,,,,,,,,,,
07/21/2023 08:10:00,9.936842105,0.521291474,31.92014937,1.789473684,2,68.51557863,17.74736842,0.605438526,53.89308784,10.57894737,11.15789474,58.88198316,,,,,
07/21/2023 08:11:00,10.98666667,0.526284467,37.12552593,2.066666667,2.466666667,73.12258957,19.36333333,0.603505067,54.0662991,11.03333333,11.26666667,58.732292,,,,,
07/21/2023 08:12:00,13.53333333,0.524713367,36.35762657,0.3,0.366666667,80.80075063,21.57,0.599879667,48.8007118,10,10,56.77153377,,,,,
07/21/2023 08:13:00,21.84333333,0.5302725,34.96287277,0.333333333,0.566666667,87.59074257,25.97666667,0.599033633,35.84047183,10.9,11.26666667,55.44257107,,,,,
07/21/2023 08:14:00,20.96666667,0.535952133,32.59649373,0.033333333,0.166666667,94.13161887,29.54333333,0.5832028,28.4749174,6.5,6.5,55.0586021,,,,,
07/21/2023 08:15:00,18.46,0.5525079,51.46484843,3.333333333,3.4,107.9834655,24.44,0.567734533,38.8337072,8.933333333,9.3,55.30499617,,,,,
07/21/2023 08:16:00,21.70333333,0.567734633,82.3845019,6.133333333,6.6,105.3261319,24.88333333,0.560000467,35.40167233,6.5,6.8,56.32824893,,,,,
07/21/2023 08:17:00,16.44333333,0.5829611,80.0964802,6.666666667,6.7,83.99500533,27.82333333,0.559396133,29.66594373,5.666666667,5.833333333,54.80493193,,,,,
07/21/2023 08:18:00,21.08888889,0.591742667,74.90924911,6.777777778,7.666666667,74.30446533,29.04444444,0.552266222,27.89507611,5,5,56.64846389,,,,,
07/21/2023 08:19:00,,,,,,,,,,,,,,,,,
07/21/2023 08:20:00,13.3,0.613348636,69.83741527,4.272727273,4.818181818,63.51262,29.92142857,0.514545,25.35407214,3.142857143,3.142857143,53.37901243,,,,,
07/21/2023 08:21:00,10.70333333,0.611722533,72.66824033,3.9,4.333333333,62.14727527,29.45333333,0.503806967,19.54222467,3.466666667,4.2,54.9556384,,,,,
07/21/2023 08:22:00,10.3,0.612568467,68.65636297,3.6,3.966666667,58.35513213,30.03666667,0.4964354,18.05344287,3.866666667,4.133333333,55.5615627,,,,,
07/21/2023 08:23:00,6.516666667,0.6099099,66.77579727,3.766666667,3.766666667,56.08300343,32.03666667,0.479637833,20.02803803,3.2,3.2,54.5461213,,,,,
07/21/2023 08:24:00,7.076470588,0.608210941,62.52884953,3.882352941,3.882352941,48.31873865,31.47666667,0.473233033,20.13773777,2.5,2.9,54.5999134,,,,,
07/21/2023 08:25:00,,,,,,,31.24666667,0.470936733,10.6878887,3.433333333,3.433333333,56.96510773,,,,,
07/21/2023 08:26:00,,,,,,,31.10666667,0.459577367,22.065319,2.1,2.1,55.0702145,,,,,
07/21/2023 08:27:00,,,,,,,30.72,0.451480767,20.98399297,2.333333333,2.333333333,57.6774667,,,,,
07/21/2023 08:28:00,,,,,,,33.04666667,0.458731433,14.1669375,2.2,2.2,56.4943123,,,,,
07/21/2023 08:29:00,,,,,,,35.18333333,0.4531726,2.0372808,1.566666667,1.833333333,55.63180303,,,,,
07/21/2023 08:30:00,,,,,,,31.77857143,0.442296464,8.378597179,1.428571429,1.964285714,55.32489875,,,,,
07/21/2023 08:31:00,,,,,,,,,,,,,,,,,
07/21/2023 08:32:00,,,,,,,,,,,,,,,,,
07/21/2023 08:33:00,,,,,,,,,,,,,,,,,
07/21/2023 08:34:00,,,,,,,,,,,,,,,,,
07/21/2023 08:35:00,10.75294118,0.556176059,56.27873212,3.294117647,3.294117647,53.83794929,,,,,,,,,,,
07/21/2023 08:36:00,9.651851852,0.562471074,46.90969674,3.518518519,3.518518519,52.31179122,,,,,,,,,,,
07/21/2023 08:37:00,10.74666667,0.5568583,42.46946973,2.666666667,3.1,53.0425672,,,,,,,,,,,
07/21/2023 08:38:00,11.26,0.5532331,43.48811093,2.433333333,2.933333333,52.38360767,,,,,,,,,,,
07/21/2023 08:39:00,10.47,0.5491243,43.80153853,1.233333333,1.233333333,52.7350471,,,,,,,,,,,
07/21/2023 08:40:00,10.3862069,0.545307172,44.85800569,1.931034483,1.931034483,52.82001866,,,,,,,,,,,
07/21/2023 08:41:00,12.66333333,0.5434445,41.5605291,1.466666667,1.466666667,54.72536907,-422.08,0.3755895,11.8005574,1.1,1.1,56.5718044,,,,,
07/21/2023 08:42:00,13.17666667,0.544048767,45.44703393,1.666666667,1.666666667,59.60203623,39.43333333,0.384532033,13.96320933,1.5,1.5,55.43370303,,,,,
07/21/2023 08:43:00,12.02758621,0.547682345,42.50729703,2.586206897,2.586206897,57.92190221,32.58666667,0.3875532,10.12371857,1.5,2.5,56.45023037,,,,,
07/21/2023 08:44:00,10.18571429,0.547173464,45.90598154,2.607142857,2.607142857,59.66314814,35.47,0.392024367,9.4028346,2.5,2.5,56.36455447,,,,,
07/21/2023 08:45:00,9.831818182,0.551716909,43.44537041,2.363636364,2.681818182,57.36975091,36.33333333,0.395166467,8.321508633,1.733333333,1.833333333,55.62566847,,,,,
07/21/2023 08:46:00,9.948,0.54743248,45.73538752,2.08,2.6,57.44769396,30.20333333,0.390453467,10.9543022,1.833333333,1.966666667,55.32536167,,,,,
07/21/2023 08:47:00,10.37391304,0.554210304,48.95606339,1.739130435,2.391304348,55.77834422,34.17666667,0.3916619,9.904319233,1.866666667,2.333333333,54.21725027,,,,,
07/21/2023 08:48:00,8.284615385,0.549524077,41.22781354,1.769230769,1.923076923,55.11929015,39.50333333,0.387794767,5.9081144,1.366666667,2.066666667,53.6029797,,,,,
07/21/2023 08:49:00,9.452173913,0.546801783,46.25785761,1.47826087,2.173913043,56.35826135,36.55333333,0.3769188,7.224511167,1.766666667,1.766666667,53.01684743,,,,,
07/21/2023 08:50:00,9.864,0.54815752,40.41338328,2.28,2.96,51.19446336,35.28333333,0.369426233,4.4976893,1.866666667,2.233333333,51.5146762,,,,,
07/21/2023 08:51:00,9.242857143,0.548468214,45.43583975,2.25,2.857142857,55.69565075,30.65,0.352870167,8.666279233,2.7,3.133333333,55.4334906,,,,,
07/21/2023 08:52:00,8.353333333,0.544048733,44.80450673,1.766666667,2.133333333,51.3505973,47.55333333,0.351299367,4.7014173,1.566666667,2.466666667,57.17486177,,,,,
07/21/2023 08:53:00,8.17,0.539094,42.75155437,1.866666667,2.1,53.15286307,37.55666667,0.336797767,7.9610666,1.866666667,1.866666667,56.85806833,,,,,
07/21/2023 08:54:00,8.176666667,0.539698333,41.701572,1.766666667,1.8,51.48887707,31.18333333,0.337402067,5.061859367,1.466666667,1.466666667,59.76817513,,,,,
07/21/2023 08:55:00,8.41,0.538973167,44.36570833,1.733333333,1.933333333,55.2554267,29.85333333,0.3329308,11.6595147,1.9,2.466666667,59.9281903,,,,,
07/21/2023 08:56:00,7.956666667,0.540060867,45.14927727,1.333333333,1.333333333,54.86423877,40.92666667,0.336676933,11.37742987,0.933333333,0.933333333,61.9541892,,,,,
07/21/2023 08:57:00,7.79,0.5382482,49.41189537,2.866666667,2.866666667,59.44108873,34.03,0.336676933,16.48630367,2.6,2.766666667,62.3822459,,,,,
07/21/2023 08:58:00,7.563333333,0.544894733,49.23950997,2.633333333,2.633333333,60.7579178,32.10333333,0.352628633,22.19068993,2.2,2.2,63.80611107,,,,,
07/21/2023 08:59:00,10.49666667,0.553233033,39.53891887,2.566666667,2.9,56.93227027,42.84,0.367734367,11.7535434,2.766666667,2.766666667,63.09310247,,,,,
07/21/2023 09:00:00,8.956666667,0.546949033,43.26871103,3,3.5,62.28173483,37.15,0.378489633,17.50494377,1.8,2.633333333,64.6443456,,,,,
07/21/2023 09:01:00,9.023333333,0.555649867,47.39028593,2.966666667,2.966666667,58.53074143,33.27,0.391420267,23.41305873,2.366666667,2.566666667,62.54014407,,,,,
07/21/2023 09:02:00,9.21,0.556012467,43.95825227,2.066666667,2.6,57.2324053,35.70666667,0.4053176,15.89079057,1.9,2.433333333,62.9777575,,,,,
